label,generic_name,source,confidence,drug_class,common_form
Aceta,Paracetamol,dataset,1.0,,
Ace,Paracetamol,dataset,1.0,,
Alatrol,Cetirizine Hydrochloride,dataset,1.0,,
Amodis,Metronidazole,dataset,1.0,,
Atrizin,Cetirizine Hydrochloride,dataset,1.0,,
Axodin,Fexofenadine Hydrochloride,dataset,1.0,,
Azithrocin,Azithromycin Dihydrate,dataset,1.0,,
Azyth,Azithromycin Dihydrate,dataset,1.0,,
Az,Azithromycin Dihydrate,dataset,1.0,,
Bacaid,Baclofen,dataset,1.0,,
Backtone,Baclofen,dataset,1.0,,
Baclofen,Baclofen,dataset,1.0,,
Baclon,Baclofen,dataset,1.0,,
Bacmax,Baclofen,dataset,1.0,,
Beklo,Baclofen,dataset,1.0,,
Bicozin,Vitamin B Complex + Zinc,dataset,1.0,,
Canazole,Fluconazole,dataset,1.0,,
Candinil,Fluconazole,dataset,1.0,,
Cetisoft,Cetirizine Hydrochloride,dataset,1.0,,
Conaz,Fluconazole,dataset,1.0,,
Dancel,Ketoconazole (Shampoo),dataset,1.0,,
Denixil,Clonazepam,dataset,1.0,,
Diflu,Fluconazole,dataset,1.0,,
Dinafex,Fexofenadine Hydrochloride,dataset,1.0,,
Disopan,Clonazepam,dataset,1.0,,
Esonix,Esomeprazole,dataset,1.0,,
Esoral,Esomeprazole,dataset,1.0,,
Etizin,Cetirizine Hydrochloride,dataset,1.0,,
Exium,Esomeprazole,dataset,1.0,,
Fenadin,Fexofenadine Hydrochloride,dataset,1.0,,
Fexofast,Fexofenadine Hydrochloride,dataset,1.0,,
Fexo,Fexofenadine Hydrochloride,dataset,1.0,,
Filmet,Metronidazole,dataset,1.0,,
Fixal,Fexofenadine Hydrochloride,dataset,1.0,,
Flamyd,Metronidazole,dataset,1.0,,
Flexibac,Baclofen,dataset,1.0,,
Flexilax,Baclofen,dataset,1.0,,
Flugal,Fluconazole,dataset,1.0,,
Ketocon,Ketoconazole (Shampoo),dataset,1.0,,
Ketoral,Ketoconazole (Tablet),dataset,1.0,,
Ketotab,Ketoconazole (Tablet),dataset,1.0,,
Ketozol,Ketoconazole (Shampoo),dataset,1.0,,
Leptic,Clonazepam,dataset,1.0,,
Lucan-R,Fluconazole,dataset,1.0,,
Lumona,Montelukast Sodium,dataset,1.0,,
M-Kast,Montelukast Sodium,dataset,1.0,,
Maxima,Esomeprazole,dataset,1.0,,
Maxpro,Esomeprazole,dataset,1.0,,
Metro,Metronidazole,dataset,1.0,,
Metsina,Metronidazole,dataset,1.0,,
Monas,Montelukast Sodium,dataset,1.0,,
Montair,Montelukast Sodium,dataset,1.0,,
Montene,Montelukast Sodium,dataset,1.0,,
Montex,Montelukast Sodium,dataset,1.0,,
Napa Extend,Paracetamol,dataset,1.0,,
Napa,Paracetamol,dataset,1.0,,
Nexcap,Esomeprazole,dataset,1.0,,
Nexum,Esomeprazole,dataset,1.0,,
Nidazyl,Metronidazole,dataset,1.0,,
Nizoder,Ketoconazole (Cream),dataset,1.0,,
Odmon,Montelukast Sodium,dataset,1.0,,
Omastin,Fluconazole,dataset,1.0,,
Opton,Esomeprazole,dataset,1.0,,
Progut,Esomeprazole,dataset,1.0,,
Provair,Montelukast Sodium,dataset,1.0,,
Renova,Paracetamol,dataset,1.0,,
Rhinil,Cetirizine Hydrochloride,dataset,1.0,,
Ritch,Fexofenadine Hydrochloride,dataset,1.0,,
Rivotril,Clonazepam,dataset,1.0,,
Romycin,Azithromycin Dihydrate (Ophthalmic),dataset,1.0,,
Rozith,Azithromycin Dihydrate,dataset,1.0,,
Sergel,Esomeprazole,dataset,1.0,,
Tamen,Paracetamol,dataset,1.0,,
Telfast,Fexofenadine Hydrochloride,dataset,1.0,,
Tridosil,Azithromycin Dihydrate,dataset,1.0,,
Trilock,Montelukast Sodium,dataset,1.0,,
Vifas,Fexofenadine Hydrochloride,dataset,1.0,,
Zithrin,Azithromycin Dihydrate,dataset,1.0,,
3 Bion,"Vitamin B1, B6 & B12",medex,1.0,,Tablet
3-C,Cefixime Trihydrate,medex,1.0,,Capsule
3-F,Levofloxacin Hemihydrate,medex,1.0,,Tablet
3-Geocef,Cefixime Trihydrate,medex,1.0,,Capsule
3D,Cholecalciferol [Vitamin D3],medex,1.0,,Capsule
3RD Cef,Cefixime Trihydrate,medex,1.0,,Tablet
5 FU PhaRes,Fluorouracil,medex,1.0,,IV Injection or Infusion
5-Fluril,Fluorouracil,medex,1.0,,IV Injection or Infusion
5-IN-1 Cleanser Cream,Miscellaneous Topical Agents,medex,1.0,,Cream
5X,Ulipristal Acetate [For emergency contraception],medex,1.0,,Tablet
A to Z Silver,Multivitamin & Multimineral [A-Z silver preparation],medex,1.0,,Tablet
A-B1,Thiamine Hydrochloride,medex,1.0,,Tablet
A-Cal,Calcium Carbonate,medex,1.0,,Tablet
A-Cal D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
A-Cal DX,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
A-Calm,Tolperisone Hydrochloride,medex,1.0,,Tablet
A-Card,Isosorbide Mononitrate,medex,1.0,,Tablet
A-Care,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
A-Clox,Cloxacillin Sodium,medex,1.0,,Capsule
A-Cof,Dextromethorphan + Pseudoephedrine + Triprolidine,medex,1.0,,Syrup
A-Cold,Bromhexine Hydrochloride,medex,1.0,,Syrup
A-Fenac,Diclofenac Sodium,medex,1.0,,Tablet
A-Fenac K,Diclofenac Potassium,medex,1.0,,Tablet
A-Fenac Plus,Diclofenac Sodium + Lidocaine Hydrochloride,medex,1.0,,IM Injection
A-Fenac SR,Diclofenac Sodium,medex,1.0,,Tablet (Sustained Release)
A-Flox,Flucloxacillin Sodium,medex,1.0,,Capsule
A-Forte,Vitamin A,medex,1.0,,Capsule
A-Kit,Mifepristone + Misoprostol,medex,1.0,,Tablet
A-Meb,Mebeverine Hydrochloride,medex,1.0,,Tablet
A-Mectin,Ivermectin (Tablet),medex,1.0,,Tablet
A-Migel,Miconazole Nitrate,medex,1.0,,Oral Gel
A-Mycin,Erythromycin (Lotion),medex,1.0,,Lotion
A-One,Paracetamol,medex,1.0,,Oral Suspension
A-One Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
A-One XR,Paracetamol,medex,1.0,,Tablet (Extended Release)
A-Pak,Aceclofenac,medex,1.0,,Tablet
A-Pak SR,Aceclofenac,medex,1.0,,Tablet (Sustained Release)
A-Phenicol,Chloramphenicol (Ophthalmic),medex,1.0,,Ophthalmic Solution
A-Phenicol D,Dexamethasone + Chloramphenicol,medex,1.0,,Ophthalmic Solution
A-Rox,Roxithromycin,medex,1.0,,Tablet
A-Spasm,Oxyphenonium Bromide,medex,1.0,,Tablet
A-Statin,Atorvastatin Calcium,medex,1.0,,Tablet
A-Tetra,Tetracycline Hydrochloride,medex,1.0,,Capsule
A-Zyme,Pancreatin,medex,1.0,,Tablet
AB Kit,Mifepristone + Misoprostol,medex,1.0,,Tablet
AB-DS,Albendazole,medex,1.0,,Chewable Tablet
Abac,Cephradine,medex,1.0,,Capsule
Abaclor,Cefaclor Monohydrate,medex,1.0,,Capsule
Abacten,Azithromycin Dihydrate,medex,1.0,,Tablet
Abasaglar,Insulin Glargine,medex,1.0,,SC Injection
ABC,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Abc Derm Hydratant,Baby's Skin Care [ABCDerm],medex,1.0,,Lotion
Abc Derm Moussant,Baby's Skin Care [ABCDerm],medex,1.0,,Liquid Cleanser
Abdolax,Sodium Picosulfate,medex,1.0,,Tablet
Abdolax Max,Sodium Picosulfate,medex,1.0,,Oral Solution
Abdorin,Dicycloverine Hydrochloride,medex,1.0,,Tablet
Abecab,Amlodipine Besilate + Olmesartan Medoxomil,medex,1.0,,Tablet
Abeclib,Abemaciclib,medex,1.0,,Tablet
Aben-DS,Albendazole,medex,1.0,,Chewable Tablet
Abetis,Olmesartan Medoxomil,medex,1.0,,Tablet
Abetis Plus,Olmesartan Medoxomil + Hydrochlorothiazide,medex,1.0,,Tablet
Abevmy,Bevacizumab,medex,1.0,,IV Infusion
Abex,Pseudoephedrine + Guaiphenasine + Triprolidine,medex,1.0,,Syrup
Abex Plus,Guaifenesin + Levomenthol + Diphenhydramine,medex,1.0,,Syrup
Abexol,Guaifenesin + Dextromethorphan + Menthol,medex,1.0,,Syrup
Abeza,Abemaciclib,medex,1.0,,Tablet
Abezino,Abemaciclib,medex,1.0,,Tablet
Abicon,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Oral Suspension
Abicon Max,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Abicon Plus,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Abiraxen,Abiraterone Acetate,medex,1.0,,Tablet
Abiret,Abiraterone Acetate,medex,1.0,,Tablet
Abiron,Abiraterone Acetate,medex,1.0,,Tablet
Abixa,Memantine Hydrochloride,medex,1.0,,Tablet
ABO Kit,Mifepristone + Misoprostol,medex,1.0,,Tablet
Aboprost,Misoprostol,medex,1.0,,Tablet
ABpres,Brimonidine Tartrate + Timolol Maleate,medex,1.0,,Ophthalmic Solution
ABZ,Albendazole,medex,1.0,,Chewable Tablet
AC PR,Aceclofenac,medex,1.0,,Tablet
AC PR SR,Aceclofenac,medex,1.0,,Tablet (Sustained Release)
Acaluxen,Acalabrutinib,medex,1.0,,Capsule
Acaril,Acarbose,medex,1.0,,Tablet
ACCU-CHEK Active,Blood glucose monitoring device,medex,1.0,,Test strip
ACCU-CHEK Instant,Blood glucose monitoring device,medex,1.0,,Glucometer
ACCU-CHEK Instant S,Blood glucose monitoring device,medex,1.0,,Glucometer
ACCU-CHEK Softclix,Blood glucose monitoring device,medex,1.0,,Lancet Needle
Accuzith,Azithromycin Dihydrate,medex,1.0,,Tablet
Ace Duo,Ibuprofen + Paracetamol,medex,1.0,,Tablet
Ace Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Ace Power,Paracetamol,medex,1.0,,Tablet
Ace XR,Paracetamol,medex,1.0,,Tablet (Extended Release)
Acebid,Aceclofenac,medex,1.0,,Tablet
Acecard,Ramipril,medex,1.0,,Tablet
Aceclof,Aceclofenac,medex,1.0,,Tablet
Aceclofen,Aceclofenac,medex,1.0,,Tablet
Aceclofenac,Aceclofenac,medex,1.0,,Tablet
Aceclofenac SR,Aceclofenac,medex,1.0,,Tablet (Sustained Release)
Aceclora,Aceclofenac,medex,1.0,,Tablet
Aceclosic,Aceclofenac,medex,1.0,,Tablet
Acecol,Aceclofenac,medex,1.0,,Tablet
Acedol,Aceclofenac,medex,1.0,,Tablet
Acedol SR,Aceclofenac,medex,1.0,,Tablet (Sustained Release)
Acedone-Z,Aluminium Hydroxide + Magnesium Hydroxide,medex,1.0,,Chewable Tablet
Acedone-Z Plus,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,medex,1.0,,Oral Suspension
Acefenac,Aceclofenac,medex,1.0,,Tablet
Aceflex,Aceclofenac,medex,1.0,,Tablet
Acefra,Cephradine,medex,1.0,,Capsule
Acegic,Aceclofenac,medex,1.0,,Tablet
Acelex,Cephalexin,medex,1.0,,Capsule
Acelock,Aceclofenac,medex,1.0,,Tablet
Acelon,Aceclofenac,medex,1.0,,Tablet
Acemox,Acetazolamide,medex,1.0,,Tablet
Acenac,Aceclofenac,medex,1.0,,Tablet
Acenopan,Aceclofenac,medex,1.0,,Tablet
Acep,Paracetamol,medex,1.0,,Tablet
Acep Extra,Paracetamol + Caffeine,medex,1.0,,Tablet
Acepril,Lisinopril,medex,1.0,,Tablet
Acepro,Aceclofenac,medex,1.0,,Tablet
Aceril,Ramipril,medex,1.0,,Tablet
Aceron,Aceclofenac,medex,1.0,,Tablet
Acerux,Acyclovir (Injection),medex,1.0,,IV Infusion
Acerux-H,Acyclovir + Hydrocortisone,medex,1.0,,Cream
Aces Plus,Super antioxidant [vitamins & minerals],medex,1.0,,Tablet
Aceta Extend,Paracetamol,medex,1.0,,Tablet (Extended Release)
Aceta One,Paracetamol,medex,1.0,,Tablet
Aceta-PD,Paracetamol,medex,1.0,,Pediatric Drops
Aceta-T,Paracetamol + Tramadol Hydrochloride,medex,1.0,,Tablet
Aceta-X,Paracetamol + Caffeine,medex,1.0,,Tablet
Aceten,Acetylcysteine,medex,1.0,,Effervescent Tablet
Aceto,Paracetamol,medex,1.0,,Tablet
Acetor,Captopril,medex,1.0,,Tablet
ACF,Aceclofenac,medex,1.0,,Tablet
Acflam,Aceclofenac,medex,1.0,,Tablet
Achnil,Tolfenamic acid,medex,1.0,,Tablet
ACI Fruit Sal Tasty Saline,Oral rehydration salt [tasty],medex,1.0,,Oral Powder
ACI ORS,Oral rehydration salt [glucose based],medex,1.0,,Oral Powder
ACI ORS Fruity,Oral rehydration salt [flavore & glucose based],medex,1.0,,Oral Powder
Acicaft,Alcaftadine,medex,1.0,,Ophthalmic Solution
Acical,Calcium Carbonate,medex,1.0,,Tablet
Acical Jr.,Calcium Carbonate,medex,1.0,,Chewable Tablet
Acical-C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Acical-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Acical-DX,Conventional Calcium + Vitamin D3,medex,1.0,,Effervescent Tablet
Acical-M,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Acical-MX,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Effervescent Tablet
Aciclon,Acyclovir (Ophthalmic),medex,1.0,,Ophthalmic Ointment
Acicot,Dexamethasone (Ophthalmic),medex,1.0,,Ophthalmic Solution
Acidron,Zoledronic Acid [For hypercalcemia],medex,1.0,,IV Infusion
Acidrox M,Magaldrate,medex,1.0,,Chewable Tablet
Acifix,Rabeprazole Sodium,medex,1.0,,Capsule (Enteric Coated)
Aciflox,Sparfloxacin,medex,1.0,,Tablet
Acilog,Insulin Aspart [Protamine Crystallised],medex,1.0,,SC Injection
Acilog Mix,Biphasic Insulin Aspart,medex,1.0,,SC Injection
Acipam,Escitalopram Oxalate,medex,1.0,,Tablet
Aciphin,Ceftriaxone Sodium,medex,1.0,,IM Injection
Acipra,Rabeprazole Sodium,medex,1.0,,Capsule (Enteric Coated)
Acitrin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Acitrin-L,Levocetirizine Dihydrochloride,medex,1.0,,Tablet
Aclasta,Zoledronic Acid [For osteoporosis],medex,1.0,,IV Infusion
Aclene,Adapalene,medex,1.0,,Cream
Aclene Plus,Adapalene + Benzoyl peroxide,medex,1.0,,Gel
Aclitol,Aclidinium Bromide + Formoterol Fumarate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Acliz,Meclizine Hydrochloride,medex,1.0,,Chewable Tablet
Acliz Plus,Meclizine + Pyridoxine,medex,1.0,,Tablet
Aclo,Aceclofenac,medex,1.0,,Tablet
Aclobet,Clobetasol Propionate,medex,1.0,,Ointment
Aclobet-N,Clobetasol Propionate + Neomycin Sulphate + Nystatin,medex,1.0,,Cream
Aclonac,Aceclofenac,medex,1.0,,Tablet
Aclopain,Aceclofenac,medex,1.0,,Tablet
Aclovix,Aceclofenac,medex,1.0,,Tablet
ACM Depiwhite Advance,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Depiwhite Body Milk,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Depiwhite Brightening Foam,Miscellaneous Topical Agents,medex,1.0,,Topical Solution
ACM Depiwhite Day SPF 20,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Depiwhite Eye Contour,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Depiwhite Mask,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Depiwhite.M SPF 50+,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Medisun,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Medisun Mattifying Gel,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Novophane Energizing,Miscellaneous Topical Agents,medex,1.0,,Shampoo
ACM Novophane Lotion,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Novophane Nail Cream,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Novophane.DS,Miscellaneous Topical Agents,medex,1.0,,Shampoo
ACM Novophane.K,Miscellaneous Topical Agents,medex,1.0,,Shampoo
ACM Sebionex Cleansing,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Sebionex Dermatological Bar,Miscellaneous Topical Agents,medex,1.0,,Medicated Bar
ACM Sebionex Hydra,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Sebionex Mattifying,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Sebionex Trio,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Sebionex.K,Miscellaneous Topical Agents,medex,1.0,,Cream
ACM Sensitelial Cleansing,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Sensitelial Dermatological Bar,Miscellaneous Topical Agents,medex,1.0,,Medicated Bar
ACM Sensitelial Emollient Care,Miscellaneous Topical Agents,medex,1.0,,Lotion
ACM Viticolor,Miscellaneous Topical Agents,medex,1.0,,Gel
ACM Vitix,Miscellaneous Topical Agents,medex,1.0,,Gel
Acme Tasty Saline,Oral rehydration salt [tasty],medex,1.0,,Oral Powder
Acme's Dextrose,Dextrose,medex,1.0,,IV Infusion
Acme's Dextrose DS,Dextrose,medex,1.0,,IV Infusion
Acme's DNS,Sodium Chloride + Dextrose,medex,1.0,,IV Infusion
Acme's Mannitol,Mannitol,medex,1.0,,IV Infusion
ACME's Normal Saline,Sodium Chloride,medex,1.0,,IV Infusion
Acme's ORS,Oral rehydration salt [glucose based],medex,1.0,,Oral Powder
Acmecilin,Ampicillin Sodium,medex,1.0,,Oral Suspension
Acmegra,Sildenafil Citrate,medex,1.0,,Tablet
ACN,Aceclofenac,medex,1.0,,Tablet
Acnegel,Adapalene + Benzoyl peroxide,medex,1.0,,Gel
Acnesone,Dapsone,medex,1.0,,Gel
Acnestop Face Cream,Miscellaneous Topical Agents,medex,1.0,,Cream
Acnev,Clascoterone,medex,1.0,,Cream
Acora,Ticagrelor,medex,1.0,,Tablet
Acorex,Ambroxol Hydrochloride,medex,1.0,,Syrup
Acos,Azithromycin Dihydrate,medex,1.0,,Tablet
Acosolin,Magnesium Sulfate,medex,1.0,,IV Infusion
AcRest Acne Cleanser,Miscellaneous Topical Agents,medex,1.0,,Topical Spray
Acryth,Erythromycin (Oral),medex,1.0,,Powder for Suspension
Act,Paracetamol,medex,1.0,,Tablet
Act Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Actemra,Tocilizumab,medex,1.0,,IV Infusion
Acteria,Probiotic Combination [4 Billion],medex,1.0,,Capsule
Acteria (For kids),Probiotic Combination [4 Billion],medex,1.0,,Oral Powder
Actical,Calcium Citrate + Calcitriol,medex,1.0,,Tablet
Actidex,Dexketoprofen,medex,1.0,,Tablet
Actifast,Ketorolac Tromethamine,medex,1.0,,Tablet
Actifol,Folinic Acid,medex,1.0,,Tablet
Actilac,Lactulose,medex,1.0,,Oral Solution
Actilyse,Alteplase,medex,1.0,,IV Infusion
ActiMom,10 Vitamin & 6 Mineral [Pregnancy and Breast Feeding Formula],medex,1.0,,Tablet
Action XR,Paracetamol,medex,1.0,,Tablet (Extended Release)
Actisal,Levosalbutamol (Oral),medex,1.0,,Tablet
Activa,Sildenafil Citrate,medex,1.0,,Tablet
Activit Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Activit Silver,Multivitamin & Multimineral [A-Z silver preparation],medex,1.0,,Tablet
Activit Z,Vitamin B Complex + Zinc,medex,1.0,,Syrup
Activit ZI,Iron Polymaltose Complex + Vitamin B Complex + Zinc,medex,1.0,,Syrup
Activon,Diethylamine Salicylate,medex,1.0,,Cream
Actizen,Cetirizine Hydrochloride,medex,1.0,,Tablet
Actol,Paracetamol,medex,1.0,,Oral Suspension
Actolin,Salbutamol,medex,1.0,,Syrup
ActoMeg,Pioglitazone + Metformin Hydrochloride,medex,1.0,,Tablet
Actose,Pioglitazone,medex,1.0,,Tablet
Actrapid,Insulin Human [rDNA],medex,1.0,,SC Injection
Actrim,Sulphamethoxazole + Trimethoprim,medex,1.0,,Oral Suspension
Actrim DS,Sulphamethoxazole + Trimethoprim,medex,1.0,,Tablet
Actulose,Lactulose,medex,1.0,,Oral Solution
Acubis,Bisoprolol Fumarate,medex,1.0,,Tablet
Acudipin,Amlodipine Besilate,medex,1.0,,Tablet
Acudipin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Acufer,Ferric Maltol,medex,1.0,,Capsule
Aculizer,Inhaler device,medex,1.0,,Metered-Dose Inhaler (MDI)
Acunac,Bromfenac Sodium,medex,1.0,,Ophthalmic Solution
Acupain,Ketorolac Tromethamine,medex,1.0,,Tablet
Acuren,Hydrochlorothiazide,medex,1.0,,Tablet
Acusan,Losartan Potassium,medex,1.0,,Tablet
Acusan Plus,Losartan Potassium + Hydrochlorothiazide,medex,1.0,,Tablet
Acxi,Aceclofenac,medex,1.0,,Tablet
Acyvir,Acyclovir (Injection),medex,1.0,,IV Infusion
Ad-All,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,medex,1.0,,Capsule
Adaben Duo,Adapalene + Benzoyl peroxide,medex,1.0,,Gel
Adafil,Tadalafil,medex,1.0,,Tablet
Adagel Plus,Adapalene + Benzoyl peroxide,medex,1.0,,Gel
Adair,Roflumilast (Tablet),medex,1.0,,Tablet
Adali,Adalimumab,medex,1.0,,SC Injection
Adalimab,Adalimumab,medex,1.0,,SC Injection
Adam 33,Prednisolone,medex,1.0,,Tablet
Adapel,Adapalene,medex,1.0,,Cream
Adarbi,Azilsartan Medoxomil,medex,1.0,,Tablet
Adcal D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Adcovit,Vitamin B complex,medex,1.0,,Syrup
Adebrox,Ambroxol Hydrochloride,medex,1.0,,Syrup
Adecard,Adenosine,medex,1.0,,IV Injection
Adecef,Cephradine,medex,1.0,,Capsule
Adecef DS,Cephradine,medex,1.0,,Powder for Suspension
Adecin,Ciprofloxacin,medex,1.0,,Tablet
Adegra,Sildenafil Citrate,medex,1.0,,Tablet
Adegut,Domperidone Maleate,medex,1.0,,Tablet
Adelax,Flupentixol + Melitracen,medex,1.0,,Tablet
Adempa,Empagliflozin,medex,1.0,,Tablet
Adempa-M,Empagliflozin + Metformin Hydrochloride,medex,1.0,,Tablet
Adetil,Cefuroxime Axetil,medex,1.0,,Tablet
Adexim,Cefixime Trihydrate,medex,1.0,,Capsule
Adflox,Flucloxacillin Sodium,medex,1.0,,Capsule
Adgar,Adapalene,medex,1.0,,Gel
Adglim,Glimepiride,medex,1.0,,Tablet
Adifex,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Adimab,Adalimumab,medex,1.0,,SC Injection
Adimod,Pidotimod,medex,1.0,,Tablet
Adinir,Cefdinir,medex,1.0,,Capsule
Adipal Plus,Adapalene + Benzoyl peroxide,medex,1.0,,Gel
Adiponil,Orlistat,medex,1.0,,Capsule
Adiron,Ferric Maltol,medex,1.0,,Capsule
Adiva,Efavirenz,medex,1.0,,Tablet
Adiz,Azithromycin Dihydrate,medex,1.0,,Tablet
Adlina,Linagliptin,medex,1.0,,Tablet
Adlina-EM,Empagliflozin + Linagliptin,medex,1.0,,Tablet
Adlinameg,Linagliptin + Metformin Hydrochloride,medex,1.0,,Tablet
Adlock,Propranolol Hydrochloride,medex,1.0,,Tablet
Admero,Meropenem Trihydrate,medex,1.0,,IV Injection or Infusion
Admira,Gliclazide,medex,1.0,,Tablet
Admira MR,Gliclazide,medex,1.0,,Tablet (Modified Release)
Admox,Amoxicillin Trihydrate,medex,1.0,,Powder for Suspension
Admox DS,Amoxicillin Trihydrate,medex,1.0,,Capsule
Adnix,Nitazoxanide,medex,1.0,,Tablet
Adnor,Doxepin (Oral),medex,1.0,,Tablet
Adocil,Cefadroxil Monohydrate,medex,1.0,,Capsule
Adol,Paracetamol,medex,1.0,,Tablet
Adol Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Adonid,Nitazoxanide,medex,1.0,,Tablet
Adonid DS,Nitazoxanide,medex,1.0,,Powder for Suspension
Adora,Cefadroxil Monohydrate,medex,1.0,,Capsule
Adorbis,Bisoprolol Fumarate,medex,1.0,,Tablet
Adorex,Domperidone Maleate,medex,1.0,,Oral Suspension
Adosun Bar,Ketoconazole,medex,1.0,,Medicated Bar
Adrebloc,Esmolol Hydrochloride,medex,1.0,,IV Injection
Adrenaline,Adrenaline,medex,1.0,,Injection
Adribin,Doxorubicin Hydrochloride,medex,1.0,,IV Infusion
Adrin,Adrenaline,medex,1.0,,Injection
Adrinor,Adrenaline,medex,1.0,,Injection
Adronic,Zoledronic Acid [For hypercalcemia],medex,1.0,,IV Infusion
Adrox CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Adryl,Diphenhydramine Hydrochloride,medex,1.0,,Syrup
ADS-10,Sodium Chloride + Dextrose,medex,1.0,,IV Infusion
Adsalt,Sodium Chloride (Tablet),medex,1.0,,Tablet
Adtrizin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Aduvit,Vitamin B complex,medex,1.0,,Capsule
Advance A to Z Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Advast,Amlodipine Besilate + Atorvastatin,medex,1.0,,Tablet
Advel,Ibuprofen (Oral),medex,1.0,,Tablet
Advixa,Adalimumab,medex,1.0,,SC Injection
Adze,Albendazole,medex,1.0,,Chewable Tablet
Aegis,Cefixime Trihydrate,medex,1.0,,Capsule
Aenixit,Flupentixol + Melitracen,medex,1.0,,Tablet
Aerodyl,Bambuterol Hydrochloride,medex,1.0,,Tablet
Aerofen,Ketotifen Fumarate (Oral),medex,1.0,,Tablet
Aeron,Montelukast Sodium,medex,1.0,,Tablet
Aeron FT,Montelukast Sodium,medex,1.0,,Dispersible Tablet
Aeronid,Budesonide (Inhaler),medex,1.0,,Metered-Dose Inhaler (MDI)
Aeropac,Simethicone,medex,1.0,,Pediatric Drops
Aerophin,Racepinephrine,medex,1.0,,Nebuliser Solution
Aerovil,Pheniramine Maleate,medex,1.0,,Syrup
Aexidal,Mebhydrolin Napadisylate,medex,1.0,,Tablet
Afalino,Cenobamate,medex,1.0,,Tablet
Afatin,Afatinib Dimaleate,medex,1.0,,Tablet
Afaz,Afatinib Dimaleate,medex,1.0,,Tablet
Afexa,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Afinitor,Everolimus,medex,1.0,,Tablet
Afix,Cefixime Trihydrate,medex,1.0,,Capsule
Afix DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Afixime,Cefixime Trihydrate,medex,1.0,,Capsule
Afluzole,Fluconazole,medex,1.0,,Powder for Suspension
AFM,Fluorometholone Acetate,medex,1.0,,Ophthalmic Suspension
AFM-Plus,Fluorometholone + Gentamicin,medex,1.0,,Ophthalmic Ointment
AFM-T,Fluorometholone + Tetrahydrozoline,medex,1.0,,Ophthalmic Solution
Afrin,Oxymetazoline Hydrochloride (Nasal Preparation),medex,1.0,,Nasal Drop
Afun,Clotrimazole (Topical),medex,1.0,,Cream
Afun VT,Clotrimazole (Vaginal tablet),medex,1.0,,Vaginal Tablet
Afuvin,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Agafi,Aflibercept Intravitreal Injection,medex,1.0,,Intravitreal Injection
Age M,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Age Plus,Super antioxidant [vitamins & minerals],medex,1.0,,Tablet
