label,generic_name,source,confidence,drug_class,common_form
Glutar,Glutaraldehyde,medex,1.0,,Solution
Glutec,Metformin Hydrochloride,medex,1.0,,Tablet
Glutim,Glimepiride,medex,1.0,,Tablet
Gluvan,Vildagliptin,medex,1.0,,Tablet
Gluvan Plus,Vildagliptin + Metformin Hydrochloride,medex,1.0,,Tablet
Gluvil,Vildagliptin,medex,1.0,,Tablet
Gluzit,Gliclazide,medex,1.0,,Tablet
Glycare,Glycopyrronium Bromide (Inhalation capsule),medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Glycema,Dapagliflozin Propanediol,medex,1.0,,Tablet
Glycenor,Empagliflozin,medex,1.0,,Tablet
Glycenor M,Empagliflozin + Metformin Hydrochloride,medex,1.0,,Tablet
Glycenor M ER,Empagliflozin + Metformin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Glycine,Glycine,medex,1.0,,Irrigation Solution
Glycovent,Glycopyrronium Bromide (Respirator Solution),medex,1.0,,Nebuliser Solution
Glymax,Glimepiride,medex,1.0,,Tablet
Glymin,Metformin Hydrochloride,medex,1.0,,Tablet
Glymin XR,Metformin Hydrochloride,medex,1.0,,Tablet (Extended Release)
Glymira,Imeglimin Hydrochloride,medex,1.0,,Tablet
Glympa,Empagliflozin + Linagliptin,medex,1.0,,Tablet
Glypeg,Glycerol + Hypromellose + Polyethylene Glycol 400,medex,1.0,,Ophthalmic Solution
Glypressin,Terlipressin Acetate,medex,1.0,,IV Injection
Glyriva,Glycopyrronium Bromide (Inhalation capsule),medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Glyset Mix,Insulin Aspart,medex,1.0,,SC Injection
Glyset R,Insulin Aspart [Protamine Crystallised],medex,1.0,,SC Injection
Glyset Vita,Insulin Aspart [Protamine Crystallised],medex,1.0,,SC Injection
Glysup,Glycerin,medex,1.0,,Suppository
Glytas,Gliclazide,medex,1.0,,Tablet
Glytas MR,Gliclazide,medex,1.0,,Tablet (Modified Release)
Glytear P,Polyethylene Glycol + Propylene Glycol,medex,1.0,,Ophthalmic Solution
Glyxam,Empagliflozin + Linagliptin,medex,1.0,,Tablet
Glyza,Saxagliptin,medex,1.0,,Tablet
GoCal-D,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
GOL,Polyethylene Glycol 3350 + Electrolytes,medex,1.0,,Oral Solution
Gold A-Z,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Gold Kid,Multivitamin + Cod Liver Oil,medex,1.0,,Syrup
Goldage,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Goldpac,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Golexin,Goserelin,medex,1.0,,SC Injection
Golixen,Elagolix Sodium,medex,1.0,,Tablet
Gonagen,Human Menopausal Gonadotrophin,medex,1.0,,IM/SC Injection
Gonal-F,Follitropin Alfa,medex,1.0,,SC Injection
Goodbac-3S,Probiotic Combination [4 Billion],medex,1.0,,Capsule
GoodGut,Probiotic Combination [4 Billion],medex,1.0,,Capsule
Goodmet,Metformin Hydrochloride,medex,1.0,,Tablet
Gored,Gliclazide,medex,1.0,,Tablet
Gored MR,Gliclazide,medex,1.0,,Tablet (Modified Release)
Goustat,Febuxostat,medex,1.0,,Tablet
Goutacid,Febuxostat,medex,1.0,,Tablet
Goutex,Allopurinol,medex,1.0,,Tablet
Goutil,Febuxostat,medex,1.0,,Tablet
GP Caine,Lidocaine Hydrochloride (Jelly),medex,1.0,,Gel
GP-Cord,Chlorhexidine Gluconate [7.1%],medex,1.0,,Topical Solution
Gpentin,Gabapentin,medex,1.0,,Tablet
Grafalon,Anti-human T-lymphocyte immunoglobulin,medex,1.0,,IV Infusion
Grafil,Filgrastim,medex,1.0,,IV/SC Injection
Graftcept,Mycophenolate Mofetil,medex,1.0,,Tablet
Granocyte,Lenograstim,medex,1.0,,SC Injection
Grastim,Filgrastim,medex,1.0,,IV/SC Injection
Greatnap,Naproxen Sodium + Esomeprazole Magnesium,medex,1.0,,Tablet (Delayed Release)
Green Burn,Silver Sulfadiazine,medex,1.0,,Cream
Green Enema,Monobasic Sodium Phosphate + Dibasic Sodium Phosphate,medex,1.0,,Rectal Saline
Greenox,Astaxanthin,medex,1.0,,Capsule
Grincal D,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Grincal DX,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Griseofulvin,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Griseofulvin FP,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Griseofulvin-FP,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Grisin,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Griso Ultra,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Grisofulvin M,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Grisozen,Griseofulvin [Ultra Microsize],medex,1.0,,Tablet
Grofenac,Aceclofenac,medex,1.0,,Tablet
Grow,Zinc Sulfate Monohydrate,medex,1.0,,Syrup
Grow Hair,Minoxidil,medex,1.0,,Scalp Solution
GTN,Nitroglycerin,medex,1.0,,Topical Spray
GTN SR,Nitroglycerin,medex,1.0,,Tablet (Sustained Release)
Gutfix,Lubiprostone,medex,1.0,,Capsule
Gutset,Domperidone Maleate,medex,1.0,,Oral Suspension
Gvsil,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,medex,1.0,,Oral Suspension
Gynastin,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gyned,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gynepro,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gynest,Estriol (Vaginal),medex,1.0,,Vaginal Cream
Gynoguard VT,Dequalinium Chloride,medex,1.0,,Vaginal Tablet
Gynoheal,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gynomix,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gynoril,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
Gynositol,D-chiro-inositol,medex,1.0,,Capsule
Gynova,Estradiol,medex,1.0,,Tablet
Gynoxin,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,medex,1.0,,Vaginal Suppository
H Ben,Albendazole,medex,1.0,,Chewable Tablet
H-CIN,Chlorpheniramine Maleate,medex,1.0,,Tablet
H-Nap,Naproxen Sodium,medex,1.0,,Tablet
H-Pen,Phenoxymethyl Penicillin [Penicillin V],medex,1.0,,Tablet
H-Quin,Hydroxychloroquine Sulphate,medex,1.0,,Tablet
H-Selax,Salbutamol,medex,1.0,,Tablet
H-Trimazole,Clotrimazole + Hydrocortisone,medex,1.0,,Cream
H2O Moisturising Lotion,Miscellaneous Topical Agents,medex,1.0,,Lotion
Haemee,Ferric Maltol,medex,1.0,,Capsule
Haemozin TR,Ferrous Sulfate + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Hairgain,Minoxidil,medex,1.0,,Scalp Solution
Hairgrow,Minoxidil,medex,1.0,,Scalp Solution
Halaven,Eribulin Mesylate,medex,1.0,,IV Infusion
Halobet,Halobetasol Propionate,medex,1.0,,Cream
Halocort,Halobetasol Propionate,medex,1.0,,Cream
Halonate,Halobetasol Propionate,medex,1.0,,Cream
Halop,Haloperidol,medex,1.0,,Tablet
Halopen,Flucloxacillin Sodium,medex,1.0,,Capsule
Halopid,Haloperidol,medex,1.0,,Tablet
Halosin,Halothane,medex,1.0,,Nebuliser Solution
Halotab,Halazone,medex,1.0,,Tablet
Halotaz,Halobetasol Propionate + Tazarotene,medex,1.0,,Lotion
Halotop,Halobetasol Propionate,medex,1.0,,Lotion
Haloxa,Halobetasol Propionate,medex,1.0,,Cream
Hamdard Hand Sanitizer,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Hamdard ORS,Oral rehydration salt [glucose based],medex,1.0,,Oral Powder
HandClean,Ethanol + Isopropyl alcohol,medex,1.0,,Hand Rub
Handigel,Ethanol + Isopropyl alcohol,medex,1.0,,Hand Rub
Handirub,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
HandiSafe,Ethyl Alcohol + Hydrogen peroxide + Glycerol,medex,1.0,,Hand Rub
HandiSanitizer,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Handisol,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Handiwash,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Handsafe,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Handsafe Plus,Ethanol + Isopropyl alcohol,medex,1.0,,Hand Rub
Handsan,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Handscrub,Chlorhexidine Gluconate [4%],medex,1.0,,Hand Rub
Happymix,Multivitamin & Multimineral [A-Z for infant & children],medex,1.0,,Oral Powder
Happymix-5,Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,medex,1.0,,Oral Powder
Happynap,Zinc Oxide [For diaper rash],medex,1.0,,Ointment
Happysol,Sodium Chloride,medex,1.0,,Nasal Drop
Hapytab,Desvenlafaxine Succinate,medex,1.0,,Tablet (Extended Release)
Har D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Harmogut,Probiotic Combination [4 Billion],medex,1.0,,Capsule
Hartman,Hartmann's Solution,medex,1.0,,IV Infusion
Hartmann Solution,Hartmann's Solution,medex,1.0,,IV Infusion
Hartsol,Hartmann's Solution,medex,1.0,,IV Infusion
Hartsol Plus,Dextrose & Hartmann's Solution,medex,1.0,,IV Infusion
Hax,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Haxicon,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
HB-fix,Hepatitis B Vaccine [rDNA],medex,1.0,,IM Injection
HCG,Human Chorionic Gonadotrophin,medex,1.0,,IM/SC Injection
HCQ,Hydroxychloroquine Sulphate,medex,1.0,,Tablet
Head & Care,Ketoconazole,medex,1.0,,Shampoo
Healer,Omeprazole,medex,1.0,,Capsule (Enteric Coated)
HealthPort,Infusion set & surgical device,medex,1.0,,IV Infusion
Hectamox,Amoxicillin Trihydrate,medex,1.0,,Capsule
Hectamox DS,Amoxicillin Trihydrate,medex,1.0,,Powder for Suspension
Hedex,Paracetamol + Caffeine,medex,1.0,,Tablet
Heel Guard,Urea (25%),medex,1.0,,Cream
Helben,Mebendazole,medex,1.0,,Oral Suspension
Helben DS,Albendazole,medex,1.0,,Chewable Tablet
Helicon Kit,Lansoprazole + Amoxicillin + Clarithromycin,medex,1.0,,Tablet
Helicon V,Vonoprazan + Amoxicillin + Clarithromycin,medex,1.0,,Tablet
Helmox,Mebendazole,medex,1.0,,Oral Suspension
Helo,Sodium Hyaluronate (Injection),medex,1.0,,Intra-articular Injection
Hema,Carbonyl Iron + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Hemadus,Roxadustat,medex,1.0,,Tablet
Hematin FZ,Ferrous Ascorbate + Folic Acid + Zinc Sulfate,medex,1.0,,Tablet
Hemax PG,Folic Acid + Zinc Sulfate Monohydrate,medex,1.0,,Capsule
Hemax TR,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,medex,1.0,,Tablet
Hemlibra,Emicizumab,medex,1.0,,SC Injection
Hemo Plus,Carbonyl Iron + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Hemo-Z TR,Ferrous Sulfate + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Hemobin,Ferrous Sulfate,medex,1.0,,Syrup
Hemocal,Calcium Dobesilate,medex,1.0,,Capsule
Hemocal LD,Calcium Dobesilate + Lidocaine + Dexamethasone,medex,1.0,,Rectal Ointment
Hemocrit,Erythropoietin Alfa,medex,1.0,,IV/SC Injection
Hemofer,Iron Sucrose,medex,1.0,,IV Injection or Infusion
Hemofix FZ,Ferrous Ascorbate + Folic Acid + Zinc Sulfate,medex,1.0,,Tablet
Hemofol FZ,Ferrous Ascorbate + Folic Acid + Zinc Sulfate,medex,1.0,,Tablet
Hemofol TR,Ferrous Fumarate + Folic acid,medex,1.0,,Capsule (Timed Release)
Hemoject,Ferric Carboxymaltose,medex,1.0,,IV Injection or Infusion
HemoMax,Iron Sucrose,medex,1.0,,IV Injection or Infusion
Hemomin,Homatropine Hydrobromide,medex,1.0,,Ophthalmic Solution
Hemoral,Diosmin + Hesperidin,medex,1.0,,Tablet
Hemorif,Diosmin + Hesperidin,medex,1.0,,Tablet
Hemorif DS,Diosmin + Hesperidin,medex,1.0,,Tablet
Hemorise,Ferric Carboxymaltose,medex,1.0,,IV Injection or Infusion
Hemoron,Sodium Feredetate Trihydrate,medex,1.0,,Syrup
Hemosin,Aminocaproic acid,medex,1.0,,Injection
Hemosol-A,Acidic component [HCO3 Hemodialysis Solution],medex,1.0,,Dialysis Solution
Hemosol-B,Bicarbonate Component [HCO3 Hemodialysis Solution],medex,1.0,,Dialysis Solution
Hemostat,Tranexamic Acid,medex,1.0,,Capsule
Hemostop,Tranexamic Acid,medex,1.0,,Capsule
Hemotin Plus,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,medex,1.0,,Tablet
Hemotrax,Tranexamic Acid,medex,1.0,,Tablet
Hemroid,Calcium Dobesilate,medex,1.0,,Capsule
Henlix,Rifaximin,medex,1.0,,Tablet
Henxit,Flupentixol + Melitracen,medex,1.0,,Tablet
Hepa,Paracetamol,medex,1.0,,Tablet
Hepa-B,Hepatitis B Vaccine [rDNA],medex,1.0,,IM Injection
Hepa-Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Hepaclin,L-Ornithine L-Aspartate,medex,1.0,,Tablet
Hepagurd,L-Ornithine L-Aspartate,medex,1.0,,Oral Powder
Hepalola,L-Ornithine L-Aspartate,medex,1.0,,Tablet
HepaMerz,L-Ornithine L-Aspartate + Pancreatin,medex,1.0,,Tablet
Hepanib,Sorafenib Tosylate,medex,1.0,,Tablet
Heparest,L-Ornithine L-Aspartate,medex,1.0,,Oral Powder
Heparin Panpharma,Heparin Sodium,medex,1.0,,Injection
Heparon,Heparin Sodium,medex,1.0,,Injection
Hepatab,Rifaximin,medex,1.0,,Tablet
Hepavax-B,Hepatitis B Vaccine [rDNA],medex,1.0,,IM Injection
Hepavir,Lamivudine [For Chronic Hepatitis B],medex,1.0,,Tablet
Hepaximin,Rifaximin,medex,1.0,,Tablet
Hepcee,Sofosbuvir,medex,1.0,,Tablet
Heplol,L-Ornithine L-Aspartate,medex,1.0,,Tablet
Hepta Seas,Multivitamin + Cod Liver Oil,medex,1.0,,Syrup
HER-2N,Ribociclib,medex,1.0,,Tablet
Hercent,Neratinib Maleate,medex,1.0,,Tablet
Herceptin,Trastuzumab,medex,1.0,,SC Injection
Herculix,Ceftriaxone Sodium,medex,1.0,,IV Injection
Herlyn,Neratinib Maleate,medex,1.0,,Tablet
Hero Condom,Latex condom [Hero],medex,1.0,,Condom
Herpigel,Ganciclovir,medex,1.0,,Ophthalmic Gel
Hertin,Trastuzumab,medex,1.0,,IV Infusion
Herzuma,Trastuzumab,medex,1.0,,IV Infusion
Hexaplex,Vitamin B complex,medex,1.0,,Syrup
Hexasia,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexaxim,Diphtheria + Tetanus + Pertussis + Hepatitis B + Polio + HIB,medex,1.0,,SC Injection
Hexicon,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexicord,Chlorhexidine Gluconate [7.1%],medex,1.0,,Topical Solution
Hexidine,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexigard,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexigen,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexihygin,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexil,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexilab,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Heximax,Trihexyphenidyl Hydrochloride,medex,1.0,,Tablet
Hexinaaf,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexinor,Trihexyphenidyl Hydrochloride,medex,1.0,,Syrup
Hexion,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexiphen,Trihexyphenidyl Hydrochloride,medex,1.0,,Tablet
Hexirest,Trihexyphenidyl Hydrochloride,medex,1.0,,Tablet
Hexirub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,medex,1.0,,Hand Rub
Hexiscrub,Chlorhexidine Gluconate [4%],medex,1.0,,Hand Rub
Hexisol,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexitane,Chlorhexidine Gluconate [1%],medex,1.0,,Cream
Hexizen,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hexonil,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
HexPark,Trihexyphenidyl Hydrochloride,medex,1.0,,Tablet
HexyClore,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Hi Floxin,Sulphamethoxazole + Trimethoprim,medex,1.0,,Tablet
Hi Gel,Aluminium Hydroxide + Magnesium Hydroxide,medex,1.0,,Chewable Tablet
Hi-C,Vitamin C [Ascorbic acid],medex,1.0,,Syrup
Hi-cef,Cephalexin,medex,1.0,,Capsule
Hi-clox,Cloxacillin Sodium,medex,1.0,,Capsule
Hi-D,Cholecalciferol [Vitamin D3],medex,1.0,,Capsule
Hi-Fenac,Diclofenac Sodium,medex,1.0,,Tablet
Hi-Fenac TR,Diclofenac Sodium,medex,1.0,,Capsule (Timed Release)
Hi-Flow,Tamsulosin Hydrochloride,medex,1.0,,Capsule (Modified Release)
Hi-Flow D,Tamsulosin Hydrochloride + Dutasteride,medex,1.0,,Capsule
Hi-Floxin,Ciprofloxacin,medex,1.0,,Tablet
Hi-Lac,Ketorolac Tromethamine,medex,1.0,,Tablet
Hi-met,Metformin Hydrochloride,medex,1.0,,Tablet
Hi-mox,Amoxicillin Trihydrate,medex,1.0,,Capsule
Hi-mox DS,Amoxicillin Trihydrate,medex,1.0,,Capsule
Hi-Trol,Cetirizine Hydrochloride,medex,1.0,,Tablet
Hi-Vol,Hydroxyethyl Starch + Sodium Chloride,medex,1.0,,IV Infusion
Hiconcil,Amoxicillin Trihydrate,medex,1.0,,Capsule
Hidin,Povidone Iodine,medex,1.0,,Mouthwash
Hifenac,Aceclofenac,medex,1.0,,Tablet
Hiflox,Ciprofloxacin,medex,1.0,,Powder for Suspension
Hiflox-XR,Ciprofloxacin,medex,1.0,,Tablet (Extended Release)
Hipain TR,Diclofenac Sodium,medex,1.0,,Capsule (Timed Release)
Hipomax,Methenamine Hippurate,medex,1.0,,Tablet
Hiposul,Vitamin B complex,medex,1.0,,Syrup
Hiprazole,Pantoprazole Sodium,medex,1.0,,Tablet (Enteric Coated)
Hipre,Amlodipine Besilate,medex,1.0,,Tablet
Hipre Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Hiprex,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Hisnul,Chlorpheniramine Maleate,medex,1.0,,Syrup
Hison,Hydrocortisone,medex,1.0,,IM/IV Injection
Hispasin,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histacet,Cetirizine Hydrochloride,medex,1.0,,Tablet
Histacin,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histaco,Chlorpheniramine Maleate,medex,1.0,,Syrup
Histadyl,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histafen,Fexofenadine Hydrochloride,medex,1.0,,Tablet
Histal,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histalex,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histamin,Chlorpheniramine Maleate,medex,1.0,,Syrup
Histaphen,Promethazine Hydrochloride,medex,1.0,,Oral Solution
Histasip,Chlorpheniramine Maleate,medex,1.0,,Syrup
Histason,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histatab,Chlorpheniramine Maleate,medex,1.0,,Tablet
Histavil,Promethazine Hydrochloride,medex,1.0,,Oral Solution
Histerzin,Promethazine Hydrochloride,medex,1.0,,Oral Solution
Histin,Promethazine Hydrochloride,medex,1.0,,Oral Solution
Histosin,Chlorpheniramine Maleate,medex,1.0,,Tablet
Hitagen,Chlorpheniramine Maleate,medex,1.0,,Syrup
Hitflam,Diclofenac Sodium,medex,1.0,,Tablet
Hitflam-SR,Diclofenac Sodium,medex,1.0,,Tablet (Sustained Release)
Hizin,Vitamin B Complex + Zinc,medex,1.0,,Syrup
HK,Omeprazole,medex,1.0,,Capsule (Enteric Coated)
HMG,Human Menopausal Gonadotrophin,medex,1.0,,IM/SC Injection
Holicef,Ceftriaxone Sodium,medex,1.0,,IM Injection
Holoxan,Ifosfamide,medex,1.0,,IV Infusion
Homatropine,Homatropine Hydrobromide,medex,1.0,,Ophthalmic Solution
Honycol,Glycerol + Liquid Sugar,medex,1.0,,Syrup
Hopetavir,Sofosbuvir,medex,1.0,,Tablet
HopSo,Sofosbuvir,medex,1.0,,Tablet
HopSo-LP,Ledipasvir + Sofosbuvir,medex,1.0,,Tablet
HopSo-VL,Sofosbuvir + Velpatasvir,medex,1.0,,Tablet
HPC,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
HPC DS,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
HPR,Mefenamic acid,medex,1.0,,Tablet
HPR-DS,Mefenamic acid,medex,1.0,,Tablet
HPvax,Human Papillomavirus Bivalent,medex,1.0,,IM Injection
HS,Hartmann's Solution,medex,1.0,,IV Infusion
HTZ,Hydrochlorothiazide,medex,1.0,,Tablet
Humaglobin,Human immunoglobulin-G,medex,1.0,,IV Injection or Infusion
Humalog 100,Insulin Lispro,medex,1.0,,SC Injection
Humalog 200,Insulin Lispro,medex,1.0,,SC Injection
Humalog Mix,Insulin Lispro Protamine + Insulin Lispro,medex,1.0,,SC Injection
Human Albumin,Albumin (Human),medex,1.0,,IV Infusion
HumaPen Ergo II,Insulin device & needle,medex,1.0,,Insulin Device
Humphry,Calcium Orotate,medex,1.0,,Tablet
Humulin,Regular Insulin Human + Isophane Insulin Human,medex,1.0,,SC Injection
Humulin N,Insulin Human [rDNA],medex,1.0,,SC Injection
Humulin R,Insulin Human [rDNA],medex,1.0,,SC Injection
Hunny,Glycerol + Liquid Sugar,medex,1.0,,Syrup
Hunycof,Glycerol + Liquid Sugar,medex,1.0,,Syrup
Hyalgun,Sodium Hyaluronate (Injection),medex,1.0,,Intra-articular Injection
Hyalin,Sodium Hyaluronate (Ophthalmic),medex,1.0,,Ophthalmic Solution
Hybolin,Nandrolone Phenylpropionate,medex,1.0,,IM Injection
Hybrox,Ambroxol Hydrochloride,medex,1.0,,Capsule (Sustained Release)
Hybucin,Hyoscine Butylbromide,medex,1.0,,Tablet
Hycort,Hydrocortisone,medex,1.0,,IM/IV Injection
Hydeca,Nandrolone Decanoate,medex,1.0,,IM Injection
Hydrason,Hydrocortisone,medex,1.0,,Tablet
Hydrea,Hydroxyurea,medex,1.0,,Capsule
Hydrocid,Aluminium Hydroxide + Magnesium Hydroxide,medex,1.0,,Oral Suspension
Hydrocort,Hydrocortisone Acetate,medex,1.0,,Cream
Hydrocortisone,Hydrocortisone,medex,1.0,,IM/IV Injection
Hydrogen Peroxide,Hydrogen peroxide,medex,1.0,,Solution
Hydrogest,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
Hydrogest DS,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
Hydromer,Hypromellose,medex,1.0,,Ophthalmic Gel
Hydronix,Hydroxyurea,medex,1.0,,Capsule
Hydroquin,Hydroxychloroquine Sulphate,medex,1.0,,Tablet
Hygea Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Hyginex,Ethyl Alcohol + Hydrogen peroxide + Glycerol,medex,1.0,,Hand Rub
Hyginol,Chlorhexidine Gluconate + Cetrimide,medex,1.0,,Solution
HYLO-COMOD,Sodium Hyaluronate (Ophthalmic),medex,1.0,,Ophthalmic Solution
HYLO-DUAL,Sodium Hyaluronate + Ectoine,medex,1.0,,Ophthalmic Solution
HYLO-DUAL Intense,Sodium Hyaluronate + Ectoine,medex,1.0,,Ophthalmic Solution
HYLO-GEL,Sodium Hyaluronate (Ophthalmic),medex,1.0,,Ophthalmic Gel
Hylo-Night (Retinol),Miscellaneous Topical Agents,medex,1.0,,Ophthalmic Ointment
Hylogel,Hypromellose,medex,1.0,,Ophthalmic Gel
Hyloron,Sodium Hyaluronate (Ophthalmic),medex,1.0,,Ophthalmic Solution
Hypace,Ramipril,medex,1.0,,Tablet
Hypen Max SR,Indapamide + Amlodipine,medex,1.0,,Tablet (Sustained Release)
Hypen Plus,Perindopril + Indapamide,medex,1.0,,Tablet
Hypen SR,Indapamide,medex,1.0,,Tablet (Sustained Release)
Hyperoxi,Hydrogen peroxide,medex,1.0,,Solution
Hypersol,Sodium Chloride,medex,1.0,,Ophthalmic Solution
Hypezide,Hydrochlorothiazide,medex,1.0,,Tablet
Hypnocum,Midazolam,medex,1.0,,Tablet
Hypnofast,Midazolam,medex,1.0,,Tablet
Hypomer,Hypromellose + Carbomer,medex,1.0,,Ophthalmic Gel
Hyponor,Norepinephrine Tartrate,medex,1.0,,IV Infusion
Hypophos,Calcium Acetate,medex,1.0,,Tablet
Hypose,Hypromellose,medex,1.0,,Ophthalmic Solution
Hypoten,Amlodipine Besilate,medex,1.0,,Tablet
Hypro,Hypromellose,medex,1.0,,Ophthalmic Solution
Hypro Extra,Carboxymethylcellulose Sodium + Hypromellose,medex,1.0,,Ophthalmic Gel
Hyprogel,Hypromellose,medex,1.0,,Ophthalmic Gel
Hyprosol,Hypromellose,medex,1.0,,Ophthalmic Solution
Hyrimoz,Adalimumab,medex,1.0,,SC Injection
Hyronate,Sodium Hyaluronate (Ophthalmic),medex,1.0,,Ophthalmic Solution
Hysin,Hyoscine Butylbromide,medex,1.0,,Tablet
Hysocin,Hyoscine Butylbromide,medex,1.0,,Tablet
Hysoma,Hyoscine Butylbromide,medex,1.0,,Tablet
Hysomide,Hyoscine Butylbromide,medex,1.0,,Tablet
Hysopan,Hyoscine Butylbromide,medex,1.0,,Injection
Hyxim,Cefixime Trihydrate,medex,1.0,,Capsule
Hyzith,Azithromycin Dihydrate,medex,1.0,,Tablet
I Care,Vitamin C + Vitamin E + Lutein + Copper + Zinc,medex,1.0,,Capsule
I-Aqua,Carboxymethylcellulose Sodium,medex,1.0,,Ophthalmic Solution
I-Cin,Indomethacin (Oral),medex,1.0,,Capsule
I-Clo,Dexamethasone + Chloramphenicol,medex,1.0,,Ophthalmic Solution
I-Fol,Ferrous Fumarate + Folic acid,medex,1.0,,Tablet
I-Fort,Polyethylene Glycol + Propylene Glycol,medex,1.0,,Ophthalmic Solution
I-Gold,Vitamin C + Vitamin E + Lutein + Copper + Zinc,medex,1.0,,Capsule
I-Guard,Chloramphenicol (Ophthalmic),medex,1.0,,Ophthalmic Solution
I-Moist,Polyethylene Glycol + Propylene Glycol,medex,1.0,,Ophthalmic Solution
